Concept,Concept_Frequency,E_mean,P_mean,A_mean,E_sd,P_sd,A_sd
being selfish is,105,-2.49999999,-0.592380949,0.337142853,1.183784676,1.765682219,1.654437918
being sensitive is,115,1.421739125,-0.154782599,-1.325217381,1.501448571,1.612845552,1.061267313
being sensuous is,83,1.903614444,1.416867469,0.139759032,1.342589939,1.165857717,1.561420533
being serious is,112,1.452678558,1.172321429,-0.79285714,1.116377642,1.021411304,1.312498081
being sexy is,100,1.976999989,2.059999994,0.914141412,1.39746198,1.398339562,1.505094075
being shallow is,91,-2.341758234,-1.449450549,-0.203333337,1.163048287,1.50187835,1.586562252
being showy is,134,-1.075373129,0.345864658,2.126119385,1.401901849,1.531265625,1.131100269
being shrewd is,91,-0.074725283,0.502197794,0.249450547,2.206082169,1.774885161,1.760074092
being shy is,102,-0.446078431,-1.867647059,-2.41666666,1.285075914,1.007807325,1.189898348
being silly is,92,1.571739121,0.269230768,1.63076922,1.557140661,1.196447734,1.116113515
being simpleminded is,100,-1.238000001,-1.970999987,-1.560000001,1.658390366,1.456527968,1.561273763
being sincere is,115,3.152173902,1.866086951,-0.496521739,0.845872117,1.265804427,1.412843988
being single is,99,0.196969692,0.122222219,-0.129292928,1.415904875,1.609256102,1.583347813
being skeptical is,112,1.00089285,0.50267857,-0.373214283,1.339254559,1.324302281,1.272861712
being slack is,92,-1.590217392,-1.699999985,-2.173333335,1.385645397,1.177379378,1.263115463
being sloppy is,92,-2.181521736,-1.198913038,-0.30434783,0.97066074,1.23968221,1.853177432
being slothful is,94,-2.115957441,-2.108510635,-3.203191491,1.306172542,1.269887774,1.134166562
being sluggish is,93,-2.067741928,-2.274193544,-3.13548388,1.182955158,1.165342202,0.803882591
being sly is,113,-0.695575226,0.482300888,-0.937499998,1.509635097,1.440562263,1.707383278
being sniveling is,91,-2.494505495,-1.980219767,-0.034065931,1.001261713,1.47107064,1.839034752
being snobbish is,103,-2.652427177,-0.597087379,0.89902912,1.161628729,1.944648568,1.405137291
being snooty is,101,-2.622772278,-0.519801972,0.869306923,1.079340654,1.616726298,1.432183121
being snowed is,93,-1.349462364,-0.753260863,-0.522826087,1.398183895,1.863498484,1.735923178
being sociable is,104,2.341346139,1.749999993,1.926923063,0.873183071,0.87566895,1.130875654
being soft spoken is,93,0.613978489,-0.831182792,-1.990322578,1.440304259,1.343824715,1.150714757
being softhearted is,101,1.951485143,0.490099013,-0.899999994,1.560359821,1.751028546,1.408971247
being solemn is,97,0.498958329,-0.22526315,-2.212371125,1.483274806,1.563341224,1.268796808
being sophisticated is,100,2.015999991,1.699999997,0.108999997,1.153450685,1.321080057,1.47662561
being spacey is,101,-1.382178211,-1.631683162,-1.739603955,1.127066636,1.116237491,1.559748644
being spoiled is,133,-1.812030073,-0.252631576,0.815037586,1.540662867,1.783152588,1.647012727
being stable is,87,2.808045975,1.843678153,-0.998850579,0.916162176,1.2223406,1.310378459
being steadfast is,102,2.040196074,1.577227723,0.007920792,1.372737369,1.318929963,1.952981463
being stingy is,95,-1.718947369,-0.439999999,-0.861052629,1.527290378,1.833053492,1.536734225
being stoned is,101,-0.844554457,-1.054455437,-1.196039604,2.195653665,1.816564044,2.065813194
being straightforward is,98,2.37346937,1.716326518,1.061224489,0.980064275,0.968652353,1.303099609
being strange is,102,0.198039213,-0.062745098,0.211764706,1.233122125,1.245580034,1.327343366
being strict is,91,-0.134444449,1.523076924,1.096703287,1.512283858,1.400085472,1.211009721
being strong is,115,2.706956503,2.90869565,0.96086956,0.936653412,0.877752836,1.533411262
being strong willed is,98,1.895918361,2.196938777,1.284693873,1.327963973,0.99684597,1.322084574
being stubborn is,104,-1.354807691,-0.185576928,-0.030769231,1.300252379,1.527890751,1.434057101
being studious is,96,2.603124999,1.326041664,-0.690624997,1.058047172,1.336471774,1.909537168
being stunned is,102,-0.848039212,-0.578431373,-0.34509803,1.432143739,1.833874176,1.852941326
being stupid is,101,-2.596039601,-2.199009884,-0.818811879,1.195986686,1.220040573,1.85573235
being subdued is,94,-1.420430102,-1.674468071,-0.992553185,1.568893196,1.803517236,2.146326657
being submissive is,98,-0.948979589,-2.381632639,-2.134693873,1.293141691,1.374986185,1.094419023
being successful is,100,3.051999993,2.613999992,1.821999997,0.966873546,1.206130805,1.23750972
being suicidal is,88,-3.50909091,-2.036363632,-1.367045449,0.604130683,2.406465508,1.748018353
being superstitious is,98,-0.94897959,-1.272448972,-0.147959187,1.565625912,1.594822841,1.71206932
being surprised is,102,0.913725485,0.087254898,1.700980384,1.396745807,1.502583341,1.224865727
being suspicious is,100,-0.891000005,-0.432999998,-0.540999998,1.762693927,1.709631367,1.738401385
being sympathetic is,92,2.597826072,1.226086949,-0.89340659,1.068117196,1.408441544,1.400777737
being taciturn is,71,-0.60294118,-0.862857137,-1.644285714,1.198627387,1.445249225,1.650352246
being tactful is,105,2.664761882,1.638095232,-0.741904757,1.037932575,1.194086463,1.646370183
being tactless is,103,-2.210679604,-1.050485437,0.514563105,1.124845318,1.458233807,1.815100475
being talented is,105,3.054285707,2.37809523,1.63999999,0.762464201,1.135356687,1.239773547
being talkative is,104,0.630769233,0.769230769,2.398076906,1.323064758,1.159015065,0.97203428
being team spirited is,96,2.142708319,1.580208326,2.356249989,1.20610244,1.19477985,0.950879093
being temperamental is,93,-1.596774184,-0.192473119,1.526881721,1.514886386,1.687565546,1.575984142
being thankful is,136,3.105147043,1.645588231,0.011029412,0.817885252,1.543294581,1.497636291
being thoughtful is,103,2.969902908,1.738235293,-0.612745099,1.128580139,1.27675673,1.850537602
being thoughtless is,136,-2.472794116,-1.786029411,-1.041481485,1.261067563,1.467533721,1.856508723
being timid is,101,-1.256435642,-2.327722755,-2.307920785,1.199201052,0.997609014,1.344520971
being tired is,101,-1.391089104,-1.665346531,-2.836633665,1.172100589,1.417916474,0.910573757
being tolerant is,102,2.720588218,1.597058827,-0.35,1.090584212,1.576087137,1.693771341
being tough is,101,1.337623754,2.27128712,1.455445533,1.415404639,1.09410572,1.414459275
being tranquil is,88,2.565909077,0.8625,-2.801136359,1.208769327,1.843554319,0.924941045
being trusting is,101,1.996039599,1.358415843,-0.47326732,1.658307623,1.723036124,1.505383073
being ugly is,90,-1.819999993,-1.793333326,-0.996629217,1.396962994,1.41887754,1.291972554
being unambitious is,103,-1.941747572,-2.204854366,-2.251456314,1.617764395,1.652056268,1.485938279
being unattractive is,102,-1.424509802,-1.651960779,-1.125490191,1.275856247,1.23918932,1.206803013
being uncertain is,104,-1.037499998,-1.657692295,-1.06538461,1.224918263,1.356157638,1.437214747
being unconventional is,98,1.091836728,0.682653057,0.733673467,1.548905394,1.320966966,1.493901265
being understanding is,102,3.048039219,2.239215676,-0.398039214,0.983198504,1.19422346,1.814134843
being uneducated is,96,-2.668750002,-2.53958333,-1.791666657,1.304350013,1.523878653,1.619659913
being unemployed is,100,-2.622999983,-2.550999986,-2.107999995,1.014625871,1.318285918,1.18982895
being unfair is,88,-2.867045442,0.344318181,0.50340909,0.804259008,1.688559045,1.1882034
being unforgiving is,104,-2.502884598,-0.457692298,-1.039423073,1.144124434,1.985074999,1.4243662
being unfriendly is,103,-2.629126201,-0.620388347,-0.298058252,0.942943979,1.654486416,1.554625007
being ungrateful is,106,-2.941509424,-1.107547163,-0.348113212,1.059727545,1.921740181,1.777972683
being unhealthy is,101,-2.990099007,-1.70594059,-2.0940594,0.895154176,1.76871828,1.374541503
being unhelpful is,102,-2.389215688,-1.010784303,-1.642156859,1.731016234,1.928109252,1.746421299
being unimaginative is,102,-2.072549021,-1.929411752,-1.982352937,1.238344226,1.240774923,1.342556432
being unique is,98,2.11224489,1.429591832,0.777551013,1.302279155,1.247695535,1.253081192
being unkind is,105,-3.164761908,-0.245192309,0.824038458,0.801558693,2.142717608,1.543448108
being unlucky is,102,-2.591176467,-2.01960783,-0.801960783,1.169420857,1.66970912,1.441395114
being unmotivated is,102,-2.303921565,-2.137254895,-2.665686271,1.36816142,1.301630475,1.13804549
being unpopular is,98,-1.334693876,-2.012244887,-1.458163258,1.314322531,1.204567363,1.236383437
being unreasonable is,100,-2.295999992,-0.340999996,1.369999993,1.333857472,1.793371348,1.468696932
being unreliable is,101,-3.070297027,-2.016831674,-1.233663358,0.788104634,1.377176044,1.512962466
being unscrupulous is,97,-2.190624997,0.381250002,0.708510628,1.676090567,1.918843529,1.471862211
being unselfish is,101,2.901980193,2.028712877,-0.678217819,1.33701011,1.625320686,1.570579755
being unsophisticated is,114,-1.209649125,-1.478070167,-0.454867255,1.477558937,1.330231108,1.788354741
being unsportsmanlike is,98,-2.677551018,-1.12346938,1.470408158,0.928309698,1.577339591,1.480819578
being unstable is,96,-2.602083332,-1.913541661,0.959374994,0.885910684,1.43509543,1.859291195
being unsuccessful is,102,-2.085294111,-2.183333319,-1.510784305,1.571175829,1.411626635,1.383345548
being vain is,101,-2.107920784,-0.455445541,0.899999991,1.32065765,1.782272436,1.478648019
being vengeful is,99,-2.631313128,-0.004040399,1.121212113,1.10524228,2.13287767,1.868715185
being vigorous is,102,1.937254891,1.943137248,2.617647051,1.20813427,1.303499455,1.246890133
being violent is,106,-3.335849057,1.359433964,2.822641495,0.886855201,2.017720456,1.149018877
being virtuous is,88,2.806818173,1.8091954,0.05632184,1.253848831,1.140647736,1.474409703
being vivacious is,97,1.619587614,1.423711337,2.115463907,1.285871872,1.13410879,1.251111185
being vulgar is,94,-2.077659566,-0.530851056,1.690425521,1.605109735,1.971900814,1.549683919
being warm is,100,2.627999996,1.324000001,-0.204000004,1.123943275,1.394876629,1.59828949
being warmhearted is,88,3.198863639,2.007954543,-0.084090909,0.737889869,1.239134072,1.508739766
being weak is,104,-2.090384611,-2.998076902,-2.199038457,1.169309747,0.945298105,1.078158732
being wealthy is,105,1.945714274,2.752380949,1.158095233,1.656631696,1.017169456,1.321405205
being weird is,101,0.713861383,0.125742575,0.699999996,1.532516201,1.265357914,1.267359446
being white is,135,0.910447758,0.861481478,0.176119398,1.3020671,1.137487747,1.277461003
being wholesome is,91,2.395604382,1.145054944,-0.308791208,1.169986901,1.360740298,1.687776201
being widowed is,101,-2.526732684,-1.566336628,-1.354455443,1.26141913,1.754609764,1.378152728
being wild is,106,-0.038679245,1.159433962,2.833018858,1.371309465,1.301484741,1.087918214
being wise is,102,3.220588226,2.60980392,-0.843137252,0.881980034,1.220656362,1.785780451
being withdrawn is,91,-1.326373626,-1.894444427,-2.506666659,1.292356606,1.257102161,1.256247307
being witty is,96,2.096874989,1.330208329,1.434374993,1.168395489,1.162766192,1.199546237
being worthless is,136,-3.087500002,-2.975735291,-2.263970586,0.987059801,1.315407075,1.172061995
being worthy is,102,3.029411747,2.296078424,0.53431372,0.853367039,1.331932383,1.52934951
being young is,106,2.064150933,0.180188687,2.184905646,1.323860777,1.787651804,1.173825038
feeling affectionate is,95,2.802105254,1.410526309,0.31789474,1.1099146,1.662891203,1.769600206
feeling afraid is,107,-1.758878501,-1.75327102,-0.47009346,1.50621062,2.012757307,1.835561445
feeling aggravated is,98,-2.240816325,-1.064285706,0.896938771,1.030847593,1.686040306,1.566561272
feeling aggrieved is,93,-1.741935489,-0.89569892,-0.150537636,1.448111409,1.58092666,1.643010462
feeling agitated is,103,-2.203883484,-0.915533974,0.931067955,0.995078318,1.534936742,1.670389707
feeling alarmed is,104,-1.248076919,-0.588461534,1.614423072,1.654530746,1.79001044,1.611151566
feeling amused is,114,2.694736824,1.174561398,1.153508768,0.991275401,1.113458402,1.325126796
feeling angry is,92,-2.013043475,0.033695652,1.535869567,1.286465246,2.043175574,1.756343702
feeling anguished is,93,-2.266666668,-1.667741925,-0.784946235,1.226016291,1.653991299,1.66960983
feeling annoyed is,102,-1.977450975,-0.930392151,0.29215686,1.091180381,1.438562891,1.588117148
feeling anxious is,101,-2.057425741,-1.651485134,0.886138609,1.167591236,1.532489068,1.746941879
feeling apathetic is,103,-1.040776699,-1.132673259,-2.002941169,1.573583188,1.598443544,1.52110277
feeling appalled is,101,-1.936633659,-0.663366336,0.170297026,1.332270453,1.589447871,1.548841139
feeling apprehensive is,98,-1.405102031,-1.344897952,-0.766326531,1.551678334,1.444514858,1.609376127
feeling ashamed is,107,-1.889719617,-1.967289706,-1.782242988,1.358962875,1.617870463,1.26198504
feeling at ease is,93,2.949462354,1.224731185,-1.456989246,1.283052043,1.571737885,1.420149852
feeling awe struck is,90,1.548888874,0.126666667,-0.329999999,1.311765634,1.870876729,1.626290315
feeling bitter is,98,-2.319387749,-1.53367346,-0.939795917,1.139511403,1.375105905,1.464897856
feeling bored is,94,-1.908602146,-1.824468079,-2.430851061,1.159521636,1.43209645,1.183763509
feeling broken hearted is,90,-2.96666667,-2.28444444,-1.575555547,1.090613698,1.833147423,1.692967017
feeling calm is,102,2.877450967,1.138235293,-2.157843138,0.864355413,1.640939365,1.695680963
feeling cheerful is,106,3.0971698,1.878301878,1.520754709,0.820273775,1.272942194,1.198309676
feeling cheerless is,106,-2.20943396,-2.0216981,-2.135849054,1.434973263,1.601190309,1.230035903
feeling compassionate is,93,3.121505369,1.768817196,-0.166666665,0.719276436,1.421800639,1.862988097
feeling contented is,94,2.794680848,1.496774186,-1.032978722,1.133684359,1.407082359,1.623376824
feeling contrite is,87,-0.281609198,-0.85517241,-0.818390798,1.88003764,1.669267944,1.57867539
feeling crushed is,100,-2.919000004,-1.667999994,-0.888999994,1.225791433,2.213771408,1.911945167
feeling deflated is,106,-2.46509434,-2.451886773,-2.288679245,1.077036716,1.380078061,1.262448171
feeling dejected is,98,-2.448979584,-2.118367341,-1.64387755,1.300455497,1.52067178,1.504842097
feeling delighted is,102,3.072549016,1.665686276,1.402970289,0.915126668,1.330561936,1.252633655
feeling depressed is,88,-2.922727274,-2.222988488,-2.59431817,0.984678869,2.091550055,1.10654874
feeling desperate is,97,-2.642268033,-2.413402044,-0.630927834,1.06993332,1.723588125,1.901828107
feeling despondent is,98,-2.300000001,-1.981632647,-1.758762883,1.290590955,1.54094274,1.646634994
feeling disappointed is,136,-2.287500001,-1.75588235,-1.501470587,1.087193981,1.520758326,1.201171358
feeling discontented is,92,-2.379347818,-1.617391301,-1.321739121,1.234801057,1.809596434,1.588338412
feeling discouraged is,101,-2.477227719,-2.068316833,-1.851485148,0.992459696,1.696757538,1.238839288
feeling disgusted is,104,-2.112499993,-0.613461534,-0.368269234,1.172971292,1.707667323,1.55221511
feeling disheartened is,107,-2.326168221,-1.87476634,-1.858878499,1.091937561,1.590247007,1.195270023
feeling dismayed is,98,-1.872448974,-1.582653056,-1.121428569,1.23328248,1.349534124,1.340045389
feeling displeased is,92,-1.951086947,-0.84130434,-0.41098901,1.141090138,1.483621353,1.415662423
feeling dissatisfied,98,-2.152040815,-1.748979581,-0.858163264,1.232065534,1.369569487,1.577086151
feeling distressed is,104,-2.466346145,-1.550961527,-0.038461542,1.013655367,1.80479379,1.898865661
feeling disturbed is,97,-2.294845353,-1.486597934,-0.13541667,1.149490025,1.650797084,1.779354064
feeling downhearted is,98,-2.159183668,-1.794897951,-1.979591837,1.278516921,1.451083656,1.012189544
feeling drowsy is,95,-1.325263155,-1.899999994,-2.770526312,1.258753886,1.224049782,0.949565826
feeling dutiful is,111,1.523423425,0.53243243,0.027927928,1.274073996,1.6064168,1.512744111
feeling eager is,91,1.580219769,0.997802192,1.496703297,1.290238543,1.292712736,1.223696637
feeling ecstatic is,101,2.693069301,1.706930693,2.181188111,1.105011995,1.425430269,1.163246564
feeling elated is,103,2.952427181,2.028155336,1.754368926,0.957206384,1.136249199,1.379668666
feeling embarrased is,101,-2.047999996,-1.95643564,-0.965346536,1.241006436,1.565849022,1.702553123
feeling embittered is,93,-2.27849461,-1.454838704,-0.779569892,1.026057186,1.463135118,1.468255324
feeling emotional is,104,0.853846154,0.147115383,0.77307692,1.449266511,1.566949707,1.61378953
feeling empty is,135,-2.757777773,-2.615555545,-2.415555556,1.163529542,1.49206191,1.288517994
feeling energetic is,96,2.677083325,2.194791662,2.64270832,1.019337166,0.938909763,1.148339284
feeling enraged is,93,-2.491304339,0.450537642,2.404347816,1.02481863,2.025415875,1.177715524
feeling enthusiastic is,93,2.775268807,2.102150537,2.248387092,1.000397298,1.151367665,1.11331984
feeling envious is,91,-2.042857135,-1.6153846,-0.669230772,1.316066771,1.753467864,1.735427739
feeling euphoric is,87,2.727586194,1.97126436,1.335632178,0.990500187,1.286504918,1.602757581
feeling exasperated is,96,-1.931249997,-1.761458322,0.02947368,1.262438113,1.336954099,1.819567023
feeling excited is,99,2.55252524,1.768686871,2.329292917,1.107612198,1.114344918,0.96248536
feeling exuberant is,90,2.314444429,1.703333332,2.276666665,1.300005278,1.216132196,1.002026044
feeling fearful is,98,-2.005102039,-2.182653052,-0.639795926,1.402014196,1.583290676,1.801988574
feeling fed up is,98,-2.070408166,-1.473469382,0.173469396,1.229634862,1.737076041,1.897994106
feeling flustered is,95,-1.969473678,-1.649473673,0.668421047,1.088144398,1.345194251,1.586127561
feeling furious is,102,-1.930392153,0.11862745,1.715686267,1.294220907,1.915839669,1.583813233
feeling giddy is,104,2.003846153,0.858653844,1.912499991,1.259675032,1.236861872,1.119438787
